image_path,label,cell,score,source
data/corpus/images/Gemini-nano-banana/1c/1c4b455443fdd3f5b11f25a89c091aabd03070d13c0227d9f23523794fcd9438.jpg,1,clean,0.0291036143898963,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/25/251c263623c336d15d567ef05bcec802cfa6aecaf305db688f64f279048ebd6b.jpg,1,clean,0.0350751280784606,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/3c/3c2ec59a6867e1d7e141c7b902040d192b3ef7373c9adf1dd3bd716eab2e0659.jpg,1,clean,0.0491875931620597,Gemini-nano-banana
data/corpus/images/MidJourney/d9/d92e6f735509af2bcce0d97ace3e47c406cb57d59822134215120fd6f81e425c.jpg,1,clean,0.0495958961546421,MidJourney
data/corpus/images/Gemini-nano-banana/71/71760e55995b0518fa04b89ce7e990ca984c517d3093f3f6ef86bcc2ef8e1ed6.jpg,1,clean,0.0496241301298141,Gemini-nano-banana
data/corpus/images/SDXL/cc/ccf204754e21848c91a064d55d8e79b83e80df5ca10c326047311be7ff9ce4d3.jpg,1,clean,0.059165321290493,SDXL
data/corpus/images/Gemini-nano-banana/21/218fe41b6c4a94cea8e0b46ad8aab1f6ea933e46d5651ad94ed7b3ac5050da6a.jpg,1,clean,0.0596829801797866,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/0a/0a4ee79fa09411b0e6164da6a22a91c32331a5ead6a4ad4ec2acf0452e0c008f.jpg,1,clean,0.0639864802360534,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/e9/e9cb01804c309f3206a6dcee57b3bdca8bd07c011cc81340f0d6198a83184ae6.jpg,1,clean,0.0654988065361976,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/ca/caeee14efd9e633af910f67262e6a394d05e0061bcb68c230608adab9a0f5ac4.jpg,1,clean,0.0662630349397659,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/8d/8d08a441b1e171512b2f695c973a999cffc2cb86bcf453ecdde8e0d9480380a3.jpg,1,clean,0.0703008100390434,Gemini-nano-banana
data/corpus/images/SDXL/7a/7a9db0eed25dd4d1dca342caaef6614b9bcf7cd8f6b08fc356ad0ca876e5b0e4.jpg,1,clean,0.0707059279084205,SDXL
data/corpus/images/Gemini-nano-banana/b6/b62c032006eddc3c9aecb358576722609f0d60e3f4a2b2281c1f797f2969a897.jpg,1,clean,0.0751349106431007,Gemini-nano-banana
data/corpus/images/FLUX.1-dev/fd/fd52ac7daa23600f3c9c956f0a1f26e4409c810ca047d069bdd2d91d666464c4.jpg,1,clean,0.0827734246850013,FLUX.1-dev
data/corpus/images/Gemini-nano-banana/2b/2b34adc0a5955fb32db20aedc6aa4b1366415bfefac429358e9495c373b871dd.jpg,1,clean,0.0840966403484344,Gemini-nano-banana
data/corpus/images/Mobius/94/9422ecb0bdb894779396fc574cd915877e650024ca9581cbcad601b26bfc98fc.jpg,1,clean,0.0895272940397262,Mobius
data/corpus/images/RealVisXL-V4.0/2b/2b7cf504fd8f413de2c33a146eb4485c38ae67688a3d86469c14fbccd3b9c79c.jpg,1,clean,0.0927847847342491,RealVisXL-V4.0
data/corpus/images/MidJourney/1f/1f6241380994ab0227274a18b54fa68f0c0b32dfaaa7e097b3994a18b8b26d3e.jpg,1,clean,0.1019384711980819,MidJourney
data/corpus/images/Gemini-nano-banana/4a/4ad9e67b30cfecf065f6348454e972c4cbbf40cf520e08b1cdc00459c77958b4.jpg,1,clean,0.1075707077980041,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/87/87db2f489af820ece8c51714765e3354dcf027cf89527da06656bbb4aacc0876.jpg,1,clean,0.1082298159599304,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/2c/2c3c1a3c44f4b1950ebd67d0f1275a8940941ed1fd05b4afbe13854c03e0000c.jpg,1,clean,0.1128998175263404,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/54/548182f2bd2504001b91717a333465a48fcfda508c7c5c553473969ab27c2679.jpg,1,clean,0.1190723106265068,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/be/be3650779332b1f692543e614c7f9fc8369f9aa016d9d18e138bfd7ce9da350a.jpg,1,clean,0.1205113753676414,Gemini-nano-banana
data/corpus/images/FLUX.1-dev/f6/f6f73ca4a7525fe7c527489ab3911781eb208d8b8082a77dfd78ab46b914041d.jpg,1,clean,0.1205396950244903,FLUX.1-dev
data/corpus/images/Gemini-nano-banana/52/5291f55f37bc980bbcc012a83f7756cb132ccba949a15964acc0f6be1000b57f.jpg,1,clean,0.1210383996367454,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/79/79c052c27180070c8fcdd19129c348815f99747d4acfeca197cb3e23b7700b97.jpg,1,clean,0.1212561056017875,Gemini-nano-banana
data/corpus/images/SDXL/25/2547474958e01c0cd27a2c6e0a0f38c470611e2e93557ff142c1f12871b08cc4.jpg,1,clean,0.1233994960784912,SDXL
data/corpus/images/Gemini-nano-banana/ee/ee455f4ded2207314b31b2113c98806c600144d5ce0aba48aad04c638f57d392.jpg,1,clean,0.1235041916370391,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/98/9842fd852d773245661581167214825c8cddf44589989269b68b627e7b16244c.jpg,1,clean,0.1240507587790489,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/7f/7fdc12814aedce4c2ba0ed6834f7077dc4a1ba99caaae245ea7e99f7d744f443.jpg,1,clean,0.124613769352436,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/e0/e0f61844514118935eff8aca4925dc37f8fcea43d78b7cf8e5b5750cfa6ec254.jpg,1,clean,0.1246250197291374,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/27/27e371ab7e20b3c871455107d23b3967f088a85a69a894893fe1b7d8c2155fa0.jpg,1,clean,0.1282452642917633,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/54/5441ceebb97c3be83916704c103098e502ffa5879920d0e4a20b833de556bebf.jpg,1,clean,0.1310248374938964,Gemini-nano-banana
data/corpus/images/FLUX.1-dev/6c/6c35d6b5124c15cf39646687dc8fe72b8217edf2dfa7207e3a7cc63bfaf504b0.jpg,1,clean,0.1340488791465759,FLUX.1-dev
data/corpus/images/Gemini-nano-banana/d7/d7370fc6e38bebb5df2b19c359cfa91826d3a5e779d50af45af0c4538364ed48.jpg,1,clean,0.1350084543228149,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/5f/5f3c9057303e5b0a8e49f1e9a2124e5fb7e4e0b321c9480c6affa33d6bd42168.jpg,1,clean,0.1385324746370315,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/cc/ccd1ea7a3784518121874099dbf8b92e1e891b8e4b7e56f70ab283eeec4d2c78.jpg,1,clean,0.1412212699651718,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/89/8950ee748642029c5a047fe4fa9f37eb468b3e648eb07a84689df956943dacf2.jpg,1,clean,0.1414738446474075,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/e7/e76c88975565e998da5eefb11ff6bc1709644fa2698dadc8bdd3cfc067e393cc.jpg,1,clean,0.1478278040885925,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/d5/d5db8b34e947a6b760fb5da9dda6721d405b1fd70664711e2be01139859deb36.jpg,1,clean,0.1480760276317596,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/91/9198331987b8584d86dc9d4e105e35890df7360ebd3045e804832bd7336403ff.jpg,1,clean,0.1483053863048553,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/de/de6816f2bb46cfd80ec9eeca031fb666e4c1378dca21e6c852c04925d7fcf510.jpg,1,clean,0.1487319022417068,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/c1/c14b65a6028cdc3d69380c8df1889313525292901f7c34357b1e5da5c29de67b.jpg,1,clean,0.1533988714218139,Gemini-nano-banana
data/corpus/images/Gemini-nano-banana/db/db17d046cf3716707dedfc51f52937ce57259ff11537ef8b642d634de0928fbe.jpg,1,clean,0.1556859612464904,Gemini-nano-banana
