image_path,label,cell,score,source
data/corpus/images/OpenImagesV7/68/681062edd02e32d34f62fcaf2a2fd406d5e2e01bcdcc8c46ab51b218c99e1e6c.jpg,0,clean,0.953003227710724,OpenImagesV7
data/corpus/images/OpenImagesV7/ce/cea7d5034b3264a4f7965d557fe633ab410eb334f0f1c0ae667c806f747b0d22.jpg,0,clean,0.915661871433258,OpenImagesV7
data/corpus/images/Unsplash/b0/b0fffc7ef51ef08c900c913775c9a1885e9c433487d145b1064560c4e05fe71f.jpg,0,clean,0.90461403131485,Unsplash
data/corpus/images/Megalith-Flickr/34/3475677bb4a2172e9d7a1d5b02ad25bbb5d4a66d8641679106ffa344e35a5a27.jpg,0,clean,0.8869667053222656,Megalith-Flickr
data/corpus/images/Unsplash/2e/2eebe1a9eaaea8e2fd21099a3b32371c8e975ad337655437d22d60097edb8c8b.jpg,0,clean,0.8781470060348511,Unsplash
data/corpus/images/Megalith-Flickr/0e/0eedad89c6fec746aeeb310426e195a968bc81e8cd8425b8d2753306760b7986.jpg,0,clean,0.8196608424186707,Megalith-Flickr
data/corpus/images/Unsplash/d8/d872a1d78574ae1fa16f8241ec37387facb96cb846f4ad9fb9324897f79a4d27.jpg,0,clean,0.8185800909996033,Unsplash
data/corpus/images/Megalith-Flickr/f2/f24202f1b04417ddbae8cd3653396917db9ca4ea380a408a75e4a8d9904f7f4c.jpg,0,clean,0.7885332107543945,Megalith-Flickr
data/corpus/images/Unsplash/59/59203526664ed75b943948e92b6dcd464a0ef68690f55aec3ddfeede336946af.jpg,0,clean,0.7742713689804077,Unsplash
data/corpus/images/Unsplash/ca/ca979c8d40ad417c5eaaa704f47101f9fad239731d296a229a10024a79a498f8.jpg,0,clean,0.7479923963546753,Unsplash
data/corpus/images/Unsplash/5a/5ab8928a1117f4b5f3023920a6ec94c29126033910c0359c00ae162c6c955faa.jpg,0,clean,0.7417677044868469,Unsplash
data/corpus/images/OpenImagesV7/ef/efd2eda566e6ed425b0f41266baaa600e40497a8fbc9e6a7d4b77eb7ab382fd7.jpg,0,clean,0.7139527201652527,OpenImagesV7
data/corpus/images/OpenImagesV7/83/83aa7bd0be20684ebb973b18a943d9281f242b5a6385305f6533e3eea69e0dee.jpg,0,clean,0.7119828462600708,OpenImagesV7
data/corpus/images/OpenImagesV7/79/796cb65702c57802e7c9ced02c6c7367dd9f733e8f5567225d8a89dc58c50511.jpg,0,clean,0.711974561214447,OpenImagesV7
data/corpus/images/Megalith-Flickr/6c/6ca6be6bc05881994294daebf31b7f976fb9f2f782b8ae3488408565e4436607.jpg,0,clean,0.7046685218811035,Megalith-Flickr
data/corpus/images/OpenImagesV7/3d/3d23518359931d119e99a37e641d1c556f5396a15224ba4a3137f18fd9a09a94.jpg,0,clean,0.7036208510398865,OpenImagesV7
data/corpus/images/Unsplash/f1/f1a6ac3fbeb0aa817a628cb54b10572ecf5a02c08f30074e114c115fa8889394.jpg,0,clean,0.6807883381843567,Unsplash
