image_path,label,cell,score
data/fixtures/dummy/images/00000.png,0,clean,0.35811565673695356
data/fixtures/dummy/images/00000.png,0,jpeg_90,0.9261480583787507
data/fixtures/dummy/images/00000.png,0,jpeg_70,0.7829599877851615
data/fixtures/dummy/images/00000.png,0,jpeg_50,0.12510765194804252
data/fixtures/dummy/images/00000.png,0,jpeg_30,0.035177790915543405
data/fixtures/dummy/images/00000.png,0,blur_0.5,0.44656074222513664
data/fixtures/dummy/images/00000.png,0,blur_1.0,0.8675680870556479
data/fixtures/dummy/images/00000.png,0,blur_2.0,0.4296210526295211
data/fixtures/dummy/images/00000.png,0,resize_0.5,0.30376515460464026
data/fixtures/dummy/images/00000.png,0,resize_0.25,0.6282175332420189
data/fixtures/dummy/images/00000.png,0,noise_0.02,0.5660219388569225
data/fixtures/dummy/images/00000.png,0,noise_0.05,0.06975741554701598
data/fixtures/dummy/images/00000.png,0,noise_0.1,0.13340755561272166
data/fixtures/dummy/images/00000.png,0,jitter_0.2,0.893218035943759
data/fixtures/dummy/images/00000.png,0,center_crop_0.8,0.7463525932106936
data/fixtures/dummy/images/00000.png,0,composed_blur1.0+jpeg70,0.6447136817313324
data/fixtures/dummy/images/00000.png,0,composed_resize0.5+jpeg50,0.9306493439651022
data/fixtures/dummy/images/00000.png,0,composed_jitter0.2+jpeg30,0.8904229544968005
data/fixtures/dummy/images/00000.png,0,composed_resize0.25+blur0.5+jpeg30,0.6914355517260693
data/fixtures/dummy/images/00001.png,1,clean,0.5425990816850149
data/fixtures/dummy/images/00001.png,1,jpeg_90,0.3358507635831518
data/fixtures/dummy/images/00001.png,1,jpeg_70,0.19842640304733006
data/fixtures/dummy/images/00001.png,1,jpeg_50,0.13986265640837559
data/fixtures/dummy/images/00001.png,1,jpeg_30,0.18007411907309634
data/fixtures/dummy/images/00001.png,1,blur_0.5,0.7207814441816996
data/fixtures/dummy/images/00001.png,1,blur_1.0,0.9675675429760092
data/fixtures/dummy/images/00001.png,1,blur_2.0,0.38690392230947335
data/fixtures/dummy/images/00001.png,1,resize_0.5,0.2779184470448215
data/fixtures/dummy/images/00001.png,1,resize_0.25,0.4440074939063292
data/fixtures/dummy/images/00001.png,1,noise_0.02,0.037673720379065245
data/fixtures/dummy/images/00001.png,1,noise_0.05,0.2678265500047585
data/fixtures/dummy/images/00001.png,1,noise_0.1,0.9359969694182899
data/fixtures/dummy/images/00001.png,1,jitter_0.2,0.6247435322920604
data/fixtures/dummy/images/00001.png,1,center_crop_0.8,0.890949447341082
data/fixtures/dummy/images/00001.png,1,composed_blur1.0+jpeg70,0.8988629927446854
data/fixtures/dummy/images/00001.png,1,composed_resize0.5+jpeg50,0.18185618476683563
data/fixtures/dummy/images/00001.png,1,composed_jitter0.2+jpeg30,0.664616537044176
data/fixtures/dummy/images/00001.png,1,composed_resize0.25+blur0.5+jpeg30,0.07835200757734462
data/fixtures/dummy/images/00002.png,1,clean,0.18395347225474212
data/fixtures/dummy/images/00002.png,1,jpeg_90,0.879296578776847
data/fixtures/dummy/images/00002.png,1,jpeg_70,0.24906085275208711
data/fixtures/dummy/images/00002.png,1,jpeg_50,0.7255805429179907
data/fixtures/dummy/images/00002.png,1,jpeg_30,0.4121769603319696
data/fixtures/dummy/images/00002.png,1,blur_0.5,0.9547601332254438
data/fixtures/dummy/images/00002.png,1,blur_1.0,0.24521914758017882
