split,row_idx,frac,shard_est,img_id,width,height,label,label_name
train,299,0.0014238095238095238,0,402c72ad6963b0a7,1024,683,0,real
train,300,0.0014285714285714286,0,001ec67e5cbcca49,1024,1024,0,real
train,301,0.0014333333333333333,0,82f006ddfa1e8d5c,1024,784,0,real
train,302,0.001438095238095238,0,full_synthetic_034188,1024,1024,1,full_synthetic
train,303,0.0014428571428571429,0,516e02c15df206e5,1024,680,0,real
train,304,0.0014476190476190476,0,tampered_35689,1024,1024,2,tampered
train,305,0.0014523809523809524,0,full_synthetic_008179,1024,1024,1,full_synthetic
train,306,0.0014571428571428572,0,full_synthetic_023635,1024,1024,1,full_synthetic
train,307,0.001461904761904762,0,ef9d804aa27819b6,1024,694,0,real
train,308,0.0014666666666666667,0,tampered_52130,1024,1024,2,tampered
train,309,0.0014714285714285714,0,786ad8ef235effcb,1024,681,0,real
train,310,0.0014761904761904762,0,4f9e4ab37f1e7c9f,1024,683,0,real
train,311,0.001480952380952381,0,9a7e6d993152a7fe,1024,683,0,real
train,312,0.0014857142857142857,0,full_synthetic_019921,1024,1024,1,full_synthetic
train,313,0.0014904761904761905,0,6b22be91d42ca51a,768,1024,0,real
train,314,0.0014952380952380953,0,tampered_38974,1024,1024,2,tampered
train,315,0.0015,0,full_synthetic_030589,1024,1024,1,full_synthetic
train,316,0.0015047619047619048,0,96f07f7dde6a0a74,1024,768,0,real
train,317,0.0015095238095238096,0,abe0c97c28320091,1024,1024,0,real
train,318,0.0015142857142857143,0,617d4f8ccda07319,1024,576,0,real
train,319,0.001519047619047619,0,671b6249e8489daf,1024,683,0,real
train,320,0.0015238095238095239,0,tampered_44971,1024,1024,2,tampered
train,321,0.0015285714285714286,0,full_synthetic_018250,1024,1024,1,full_synthetic
train,322,0.0015333333333333334,0,full_synthetic_042444,1024,1024,1,full_synthetic
train,323,0.0015380952380952381,0,66f9e9fa5ec8aea9,1024,680,0,real
train,324,0.001542857142857143,0,tampered_00070,1024,1024,2,tampered
train,325,0.0015476190476190477,0,66e2c1fefcc20632,1024,680,0,real
train,326,0.0015523809523809524,0,69cdca515778e64e,1024,768,0,real
train,327,0.0015571428571428572,0,tampered_47001,1024,1024,2,tampered
train,328,0.001561904761904762,0,full_synthetic_052560,1024,1024,1,full_synthetic
train,329,0.0015666666666666667,0,full_synthetic_068413,1024,1024,1,full_synthetic
train,330,0.0015714285714285715,0,full_synthetic_033353,1024,1024,1,full_synthetic
train,331,0.0015761904761904763,0,tampered_59806,1024,1024,2,tampered
train,332,0.001580952380952381,0,b068ab316201fe0e,1024,822,0,real
train,333,0.0015857142857142858,0,tampered_31313,1024,1024,2,tampered
train,334,0.0015904761904761905,0,tampered_10130,1024,1024,2,tampered
train,335,0.0015952380952380953,0,0594c93c744a233f,1024,681,0,real
train,336,0.0016,0,full_synthetic_047678,1024,1024,1,full_synthetic
train,337,0.0016047619047619048,0,full_synthetic_067709,1024,1024,1,full_synthetic
train,338,0.0016095238095238096,0,full_synthetic_065860,1024,1024,1,full_synthetic
train,339,0.0016142857142857144,0,31b6d6c573f8a734,1024,680,0,real
train,340,0.0016190476190476191,0,63a11e8b8ca5d00b,683,1024,0,real
train,341,0.001623809523809524,0,f535a9dc6850cae7,1024,768,0,real
train,342,0.0016285714285714287,0,tampered_42236,1024,1024,2,tampered
train,343,0.0016333333333333334,0,b018bbe98aea637d,1024,765,0,real
train,344,0.0016380952380952382,0,tampered_50960,1024,1024,2,tampered
train,345,0.001642857142857143,0,7c2e1a4a33ad6f03,1024,768,0,real
train,346,0.0016476190476190477,0,full_synthetic_029087,1024,1024,1,full_synthetic
train,347,0.0016523809523809525,0,tampered_18031,1024,1024,2,tampered
train,348,0.0016571428571428572,0,1f33970927ca02f1,1024,683,0,real
train,349,0.001661904761904762,0,tampered_20178,1024,1024,2,tampered
train,350,0.0016666666666666668,0,full_synthetic_019318,1024,1024,1,full_synthetic
train,351,0.0016714285714285713,0,004ac779f9e48b13,1024,680,0,real
train,352,0.001676190476190476,0,tampered_14474,1024,1024,2,tampered
train,353,0.0016809523809523808,0,b8de7d7993b31657,680,1024,0,real
train,354,0.0016857142857142856,0,97a3c4fa324a346f,1024,1024,0,real
train,355,0.0016904761904761904,0,full_synthetic_013255,1024,1024,1,full_synthetic
train,356,0.0016952380952380951,0,full_synthetic_046688,1024,1024,1,full_synthetic
train,357,0.0017,0,full_synthetic_027249,1024,1024,1,full_synthetic
train,358,0.0017047619047619047,0,4b2e3c0cb030ef14,1024,683,0,real
train,359,0.0017095238095238094,0,tampered_31907,1024,1024,2,tampered
train,360,0.0017142857142857142,0,full_synthetic_004498,1024,1024,1,full_synthetic
train,361,0.001719047619047619,0,full_synthetic_032575,1024,1024,1,full_synthetic
train,362,0.0017238095238095237,0,tampered_04475,1024,1024,2,tampered
train,363,0.0017285714285714285,0,tampered_37742,1024,1024,2,tampered
train,364,0.0017333333333333333,0,ac49362d08577b58,1024,710,0,real
train,365,0.001738095238095238,0,full_synthetic_062169,1024,1024,1,full_synthetic
train,366,0.0017428571428571428,0,66f42f25a50867a4,1024,1024,0,real
train,367,0.0017476190476190475,0,tampered_004130,1024,1024,2,tampered
train,368,0.0017523809523809523,0,tampered_25240,1024,1024,2,tampered
train,369,0.001757142857142857,0,tampered_02564,1024,1024,2,tampered
train,370,0.0017619047619047618,0,01273541d336929e,768,768,0,real
train,371,0.0017666666666666666,0,tampered_36687,1024,1024,2,tampered
train,372,0.0017714285714285714,0,full_synthetic_052966,1024,1024,1,full_synthetic
train,373,0.0017761904761904761,0,da5f5a1b57742751,1024,683,0,real
train,374,0.001780952380952381,0,tampered_33653,1024,1024,2,tampered
train,375,0.0017857142857142857,0,c29df1a0dc8566d1,1024,768,0,real
train,376,0.0017904761904761904,0,b90e7d4589d8e7a3,1024,523,0,real
train,377,0.0017952380952380952,0,tampered_23521,1024,1024,2,tampered
train,378,0.0018,0,f42bcfb59b6e508e,683,1024,0,real
train,379,0.0018047619047619047,0,full_synthetic_049400,1024,1024,1,full_synthetic
train,380,0.0018095238095238095,0,full_synthetic_068188,1024,1024,1,full_synthetic
train,381,0.0018142857142857142,0,266ea98277e23471,1024,683,0,real
train,382,0.001819047619047619,0,tampered_41588,1024,1024,2,tampered
train,383,0.0018238095238095238,0,full_synthetic_011909,1024,1024,1,full_synthetic
train,384,0.0018285714285714285,0,tampered_12573,1024,1024,2,tampered
train,385,0.0018333333333333333,0,full_synthetic_036088,1024,1024,1,full_synthetic
