image_path,label,cell,score
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,clean,0.2167719006538391
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,jpeg_90,0.33962684869766235
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,jpeg_70,0.25248217582702637
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,jpeg_50,0.1498342901468277
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,jpeg_30,0.1731417030096054
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,blur_0.5,0.2244335114955902
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,blur_1.0,0.21942289173603058
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,blur_2.0,0.21864603459835052
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,resize_0.5,0.18145452439785004
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,resize_0.25,0.16765691339969635
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,noise_0.02,0.1636495590209961
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,noise_0.05,0.17001844942569733
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,noise_0.1,0.2177078127861023
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,jitter_0.2,0.2323000133037567
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,center_crop_0.8,0.26790690422058105
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,composed_blur1.0+jpeg70,0.2357572764158249
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,composed_resize0.5+jpeg50,0.18812628090381622
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,composed_jitter0.2+jpeg30,0.21687136590480804
data/corpus/images/OpenImagesV7/c2/c227d829da28ed9e30d965afdccf103250e72b5ee670db9a14208bd184b94493.jpg,0,composed_resize0.25+blur0.5+jpeg30,0.25379034876823425
data/corpus/images/OpenImagesV7/cb/cbf91aeffa7c8fd2ad83ed64e66f698e30266026f510428175f320ee81b7757f.jpg,0,clean,0.03460480272769928
data/corpus/images/OpenImagesV7/cb/cbf91aeffa7c8fd2ad83ed64e66f698e30266026f510428175f320ee81b7757f.jpg,0,jpeg_90,0.039898086339235306
data/corpus/images/OpenImagesV7/cb/cbf91aeffa7c8fd2ad83ed64e66f698e30266026f510428175f320ee81b7757f.jpg,0,jpeg_70,0.0324978344142437
data/corpus/images/OpenImagesV7/cb/cbf91aeffa7c8fd2ad83ed64e66f698e30266026f510428175f320ee81b7757f.jpg,0,jpeg_50,0.030419811606407166
